Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3332-0541-8629-80776,"Sep 11, 2021",2:50:59 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7popqltetfnvzw,US,NY,12832,USD,-0.52,0.84665,EUR,-0.44
GPA.3366-4044-6097-75495,"Sep 11, 2021",7:51:47 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,NV,89122,USD,5.49,0.84665,EUR,4.65
GPA.3366-4044-6097-75495,"Sep 11, 2021",7:51:47 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,NV,89122,USD,-0.82,0.84665,EUR,-0.69
GPA.3336-1668-6267-26836,"Sep 11, 2021",10:23:04 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,TX,77471,USD,3.49,0.84665,EUR,2.95
GPA.3336-1668-6267-26836,"Sep 11, 2021",10:23:04 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,TX,77471,USD,-0.52,0.84665,EUR,-0.44
GPA.3381-5577-4092-37557,"Sep 11, 2021",10:24:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,TX,77471,USD,5.49,0.84665,EUR,4.65
GPA.3381-5577-4092-37557,"Sep 11, 2021",10:24:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,TX,77471,USD,-0.82,0.84665,EUR,-0.69
GPA.3373-5992-0056-73092,"Sep 12, 2021",6:23:00 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,FP2,DE,,30161,EUR,3.56,1.0,EUR,3.56
GPA.3316-4355-0048-92917,"Sep 12, 2021",6:42:13 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,SHIFT6m,DE,,37574,EUR,3.56,1.0,EUR,3.56
GPA.3370-7328-2229-78209,"Sep 12, 2021",12:01:16 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,TX,77388,USD,5.49,0.84665,EUR,4.65
GPA.3370-7328-2229-78209,"Sep 12, 2021",12:01:16 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,TX,77388,USD,-0.82,0.84665,EUR,-0.69
GPA.3306-5672-3133-06452,"Sep 12, 2021",12:04:01 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,TX,77388,USD,3.49,0.84665,EUR,2.95
GPA.3306-5672-3133-06452,"Sep 12, 2021",12:04:01 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,TX,77388,USD,-0.52,0.84665,EUR,-0.44
GPA.3312-9211-9369-06956,"Sep 12, 2021",6:51:00 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,borneo,US,PA,16041,USD,3.49,0.8466,EUR,2.95
GPA.3312-9211-9369-06956,"Sep 12, 2021",6:51:00 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,borneo,US,PA,16041,USD,-0.52,0.8466,EUR,-0.44
GPA.3352-8933-2287-11038,"Sep 12, 2021",10:19:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,NC,27502,USD,5.49,0.8471,EUR,4.65
GPA.3352-8933-2287-11038,"Sep 12, 2021",10:19:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,NC,27502,USD,-0.82,0.8471,EUR,-0.69
GPA.3345-7643-8449-96707,"Sep 12, 2021",10:46:37 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,WI,54403,USD,5.49,0.8471,EUR,4.65
GPA.3345-7643-8449-96707,"Sep 12, 2021",10:46:37 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,WI,54403,USD,-0.82,0.8471,EUR,-0.69
GPA.3354-7597-0983-41944,"Sep 13, 2021",5:01:51 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3s,GB,,SP12HZ,GBP,2.97,1.1718,EUR,3.48
GPA.3388-2810-5292-61339,"Sep 14, 2021",4:23:55 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownlte,GB,,BN26TS,GBP,2.97,1.1733,EUR,3.48
GPA.3373-5934-9815-80115,"Sep 14, 2021",6:16:31 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1,GB,,TN16 3TS,GBP,2.97,1.1731,EUR,3.48
GPA.3397-3169-8188-58849,"Sep 14, 2021",8:38:42 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,NX591J,GR,,41335,EUR,3.42,1.0,EUR,3.42
GPA.3361-4606-5992-71924,"Sep 14, 2021",7:23:33 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,TX,78259,USD,5.49,0.8471,EUR,4.65
GPA.3361-4606-5992-71924,"Sep 14, 2021",7:23:33 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,TX,78259,USD,-0.82,0.8471,EUR,-0.69
GPA.3338-6486-6562-52970,"Sep 15, 2021",2:01:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,AE,09112,USD,5.49,0.8462,EUR,4.65
GPA.3338-6486-6562-52970,"Sep 15, 2021",2:01:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,AE,09112,USD,-0.82,0.8462,EUR,-0.69
GPA.3368-9489-2577-88336,"Sep 15, 2021",2:01:36 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,AE,09112,USD,3.49,0.8462,EUR,2.95
GPA.3368-9489-2577-88336,"Sep 15, 2021",2:01:36 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,AE,09112,USD,-0.52,0.8462,EUR,-0.44
GPA.3381-3141-1417-00075,"Sep 16, 2021",10:52:30 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,AK,99654,USD,5.49,0.85005,EUR,4.67
GPA.3381-3141-1417-00075,"Sep 16, 2021",10:52:30 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,AK,99654,USD,-0.82,0.85005,EUR,-0.7
GPA.3320-2599-6027-65129,"Sep 16, 2021",10:52:50 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,AK,99654,USD,3.49,0.85005,EUR,2.97
GPA.3320-2599-6027-65129,"Sep 16, 2021",10:52:50 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,AK,99654,USD,-0.52,0.85005,EUR,-0.44
GPA.3397-2845-6606-42124,"Sep 16, 2021",12:01:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,76527,USD,3.49,0.85035,EUR,2.97
GPA.3397-2845-6606-42124,"Sep 16, 2021",12:01:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,76527,USD,-0.52,0.85035,EUR,-0.44
GPA.3349-9306-3116-85401,"Sep 16, 2021",12:19:31 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,IL,60056,USD,3.49,0.85035,EUR,2.97
GPA.3349-9306-3116-85401,"Sep 16, 2021",12:19:31 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,IL,60056,USD,-0.52,0.85035,EUR,-0.44
GPA.3328-9104-3583-57274,"Sep 16, 2021",2:39:24 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,5.49,0.84965,EUR,4.66
GPA.3328-9104-3583-57274,"Sep 16, 2021",2:39:24 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,-0.82,0.84965,EUR,-0.7
GPA.3372-7972-2149-49128,"Sep 16, 2021",5:24:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,NM,87112,USD,5.49,0.8499,EUR,4.67
GPA.3372-7972-2149-49128,"Sep 16, 2021",5:24:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,NM,87112,USD,-0.82,0.8499,EUR,-0.7
GPA.3313-3463-6474-90772,"Sep 16, 2021",5:25:00 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,NM,87112,USD,3.49,0.8499,EUR,2.97
GPA.3313-3463-6474-90772,"Sep 16, 2021",5:25:00 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,NM,87112,USD,-0.52,0.8499,EUR,-0.44
GPA.3362-2222-3935-65508,"Sep 16, 2021",5:32:19 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,PR,,00623,USD,5.49,0.8499,EUR,4.67
GPA.3362-2222-3935-65508,"Sep 16, 2021",5:32:19 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,PR,,00623,USD,-0.82,0.8499,EUR,-0.7
GPA.3303-2964-8075-83151,"Sep 16, 2021",5:41:58 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8Pro,US,NC,27278,USD,5.49,0.8499,EUR,4.67
GPA.3303-2964-8075-83151,"Sep 16, 2021",5:41:58 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8Pro,US,NC,27278,USD,-0.82,0.8499,EUR,-0.7
GPA.3348-2624-5725-57703,"Sep 16, 2021",7:26:28 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,ME,04085,USD,3.49,0.85035,EUR,2.97
GPA.3348-2624-5725-57703,"Sep 16, 2021",7:26:28 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,ME,04085,USD,-0.52,0.85035,EUR,-0.44
GPA.3301-1250-4338-32189,"Sep 17, 2021",12:07:38 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j3topeltetfnvzw,US,CA,95640,USD,5.49,0.8496,EUR,4.66
GPA.3301-1250-4338-32189,"Sep 17, 2021",12:07:38 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j3topeltetfnvzw,US,CA,95640,USD,-0.82,0.8496,EUR,-0.7
GPA.3343-9174-2440-25864,"Sep 17, 2021",8:41:41 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,PA,17057,USD,5.49,0.8507,EUR,4.67
GPA.3343-9174-2440-25864,"Sep 17, 2021",8:41:41 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,PA,17057,USD,-0.82,0.8507,EUR,-0.7
GPA.3329-6175-8265-76145,"Sep 17, 2021",9:07:39 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,GB,,ME10 1RT,GBP,2.97,1.1715,EUR,3.48
GPA.3355-3223-0827-75524,"Sep 17, 2021",10:12:33 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Ulefone_Note_7,US,AR,72761,USD,3.49,0.8523,EUR,2.97
GPA.3355-3223-0827-75524,"Sep 17, 2021",10:12:33 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Ulefone_Note_7,US,AR,72761,USD,-0.52,0.8523,EUR,-0.44
GPA.3378-0645-9395-13325,"Sep 17, 2021",10:46:28 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2s,GB,,ME10 1RT,GBP,1.84,1.1719,EUR,2.16
GPA.3328-9104-3583-57274,"Sep 17, 2021",12:30:21 PM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,-5.49,0.84965,EUR,-4.66
GPA.3328-9104-3583-57274,"Sep 17, 2021",12:30:21 PM PDT,,Google fee refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,U520AS,US,FL,33021,USD,0.82,0.84965,EUR,0.7
GPA.3324-1536-1094-85596,"Sep 17, 2021",1:18:55 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWDUB-Q,GR,,28100,EUR,3.42,1.0,EUR,3.42
GPA.3342-2602-6663-33717,"Sep 17, 2021",2:57:17 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,xcoverpro,US,TN,37777,USD,5.49,0.8525,EUR,4.68
GPA.3342-2602-6663-33717,"Sep 17, 2021",2:57:17 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,xcoverpro,US,TN,37777,USD,-0.82,0.8525,EUR,-0.7
GPA.3378-5450-9659-31810,"Sep 17, 2021",6:16:23 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,ON,L9R1C8,CAD,7.49,0.66821,EUR,5.0
GPA.3378-5450-9659-31810,"Sep 17, 2021",6:16:23 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,ON,L9R1C8,CAD,-1.12,0.66821,EUR,-0.75
GPA.3365-8560-4720-05571,"Sep 17, 2021",8:36:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,MI,49097,USD,5.49,0.8529,EUR,4.68
GPA.3365-8560-4720-05571,"Sep 17, 2021",8:36:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,MI,49097,USD,-0.82,0.8529,EUR,-0.7
GPA.3353-4306-5727-59461,"Sep 17, 2021",10:31:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,koba,US,PA,17015,USD,5.49,0.8529,EUR,4.68
GPA.3353-4306-5727-59461,"Sep 17, 2021",10:31:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,koba,US,PA,17015,USD,-0.82,0.8529,EUR,-0.7
GPA.3368-3850-6739-25270,"Sep 18, 2021",5:22:41 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,75243,USD,3.49,0.8529,EUR,2.98
GPA.3368-3850-6739-25270,"Sep 18, 2021",5:22:41 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,TX,75243,USD,-0.52,0.8529,EUR,-0.44
GPA.3330-9852-6882-53858,"Sep 18, 2021",6:19:18 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh30xlm,US,FL,34652,USD,3.49,0.8529,EUR,2.98
GPA.3330-9852-6882-53858,"Sep 18, 2021",6:19:18 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh30xlm,US,FL,34652,USD,-0.52,0.8529,EUR,-0.44
GPA.3389-7570-5677-94895,"Sep 18, 2021",8:39:53 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,CO,80831,USD,5.49,0.8529,EUR,4.68
GPA.3389-7570-5677-94895,"Sep 18, 2021",8:39:53 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,CO,80831,USD,-0.82,0.8529,EUR,-0.7
GPA.3380-6230-2697-62399,"Sep 18, 2021",9:57:02 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,OK,74028,USD,3.49,0.8529,EUR,2.98
GPA.3380-6230-2697-62399,"Sep 18, 2021",9:57:02 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,OK,74028,USD,-0.52,0.8529,EUR,-0.44
GPA.3380-9282-7920-98856,"Sep 18, 2021",9:57:43 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,OK,74028,USD,5.49,0.8529,EUR,4.68
GPA.3380-9282-7920-98856,"Sep 18, 2021",9:57:43 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,OK,74028,USD,-0.82,0.8529,EUR,-0.7
GPA.3347-9759-5566-63287,"Sep 18, 2021",10:37:20 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a32x,US,TX,79705,USD,3.49,0.8529,EUR,2.98
GPA.3347-9759-5566-63287,"Sep 18, 2021",10:37:20 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a32x,US,TX,79705,USD,-0.52,0.8529,EUR,-0.44
GPA.3334-4873-4306-56830,"Sep 18, 2021",10:40:52 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1,LT,,48443,EUR,2.1,1.0,EUR,2.1
GPA.3368-2702-0321-71073,"Sep 18, 2021",11:15:28 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,minsk,US,NY,14850,USD,3.49,0.8529,EUR,2.98
GPA.3368-2702-0321-71073,"Sep 18, 2021",11:15:28 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,minsk,US,NY,14850,USD,-0.52,0.8529,EUR,-0.44
GPA.3345-4857-5188-96292,"Sep 18, 2021",4:59:42 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71,GB,,KW17 2QS,GBP,2.97,1.1716,EUR,3.48
GPA.3350-4872-2721-39031,"Sep 18, 2021",6:11:43 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,FL,32094,USD,3.49,0.8529,EUR,2.98
GPA.3350-4872-2721-39031,"Sep 18, 2021",6:11:43 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,FL,32094,USD,-0.52,0.8529,EUR,-0.44
GPA.3373-7804-8828-20448,"Sep 18, 2021",9:20:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,CA,93245,USD,5.49,0.8529,EUR,4.68
GPA.3373-7804-8828-20448,"Sep 18, 2021",9:20:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,CA,93245,USD,-0.82,0.8529,EUR,-0.7
GPA.3382-0104-5015-23688,"Sep 19, 2021",6:22:17 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starlte,GB,,EX32 8EL,GBP,2.97,1.1716,EUR,3.48
GPA.3301-8736-5710-85748,"Sep 19, 2021",9:24:49 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,CA,93727,USD,5.49,0.8529,EUR,4.68
GPA.3301-8736-5710-85748,"Sep 19, 2021",9:24:49 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,CA,93727,USD,-0.82,0.8529,EUR,-0.7
GPA.3348-7214-4715-89656,"Sep 19, 2021",9:59:50 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,OH,44515,USD,5.49,0.8529,EUR,4.68
GPA.3348-7214-4715-89656,"Sep 19, 2021",9:59:50 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,surfna,US,OH,44515,USD,-0.82,0.8529,EUR,-0.7
GPA.3328-6661-0499-96638,"Sep 19, 2021",10:23:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,TX,79938,USD,5.49,0.8529,EUR,4.68
GPA.3328-6661-0499-96638,"Sep 19, 2021",10:23:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,TX,79938,USD,-0.82,0.8529,EUR,-0.7
GPA.3340-8035-4511-59246,"Sep 19, 2021",12:08:16 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,MB,R2V 0W4,CAD,4.49,0.66821,EUR,3.0
GPA.3340-8035-4511-59246,"Sep 19, 2021",12:08:16 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,MB,R2V 0W4,CAD,-0.67,0.66821,EUR,-0.45
GPA.3362-4574-7888-90094,"Sep 19, 2021",1:11:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,OK,74133,USD,5.49,0.85235,EUR,4.68
GPA.3362-4574-7888-90094,"Sep 19, 2021",1:11:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,OK,74133,USD,-0.82,0.85235,EUR,-0.7
GPA.3309-4881-5965-57551,"Sep 19, 2021",3:54:51 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserlteatt,US,OH,45771,USD,3.49,0.8524,EUR,2.97
GPA.3309-4881-5965-57551,"Sep 19, 2021",3:54:51 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserlteatt,US,OH,45771,USD,-0.52,0.8524,EUR,-0.44
GPA.3355-6525-1151-37398,"Sep 19, 2021",3:55:06 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,OH,45771,USD,5.49,0.8524,EUR,4.68
GPA.3355-6525-1151-37398,"Sep 19, 2021",3:55:06 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserlteatt,US,OH,45771,USD,-0.82,0.8524,EUR,-0.7
GPA.3372-6743-4027-95173,"Sep 19, 2021",7:21:17 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,OK,74085,USD,5.49,0.853,EUR,4.68
GPA.3372-6743-4027-95173,"Sep 19, 2021",7:21:17 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,OK,74085,USD,-0.82,0.853,EUR,-0.7
GPA.3305-4329-3582-96965,"Sep 19, 2021",7:25:40 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NC,28079,USD,5.49,0.853,EUR,4.68
GPA.3305-4329-3582-96965,"Sep 19, 2021",7:25:40 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NC,28079,USD,-0.82,0.853,EUR,-0.7
