Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3329-7790-3460-96050,"Jun 8, 2021",4:06:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,WI,53012,USD,-1.65,0.82155,EUR,-1.36
GPA.3353-2828-6756-49118,"Jun 9, 2021",9:28:46 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh50lm,US,MS,39501,USD,3.49,0.8206,EUR,2.86
GPA.3353-2828-6756-49118,"Jun 9, 2021",9:28:46 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh50lm,US,MS,39501,USD,-1.05,0.8206,EUR,-0.86
GPA.3334-6553-5393-53343,"Jun 9, 2021",12:03:31 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,CO,80260,USD,5.49,0.82105,EUR,4.51
GPA.3334-6553-5393-53343,"Jun 9, 2021",12:03:31 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,CO,80260,USD,-1.65,0.82105,EUR,-1.35
GPA.3336-1656-2008-36732,"Jun 9, 2021",1:37:36 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltesq,US,GA,30458,USD,3.49,0.8211,EUR,2.87
GPA.3336-1656-2008-36732,"Jun 9, 2021",1:37:36 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltesq,US,GA,30458,USD,-1.05,0.8211,EUR,-0.86
GPA.3337-0434-3902-03667,"Jun 9, 2021",10:33:29 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,MN,55906,USD,5.49,0.8219,EUR,4.51
GPA.3337-0434-3902-03667,"Jun 9, 2021",10:33:29 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,MN,55906,USD,-1.65,0.8219,EUR,-1.36
GPA.3308-2566-3290-03133,"Jun 10, 2021",10:00:45 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,CA,93257,USD,3.49,0.82135,EUR,2.87
GPA.3308-2566-3290-03133,"Jun 10, 2021",10:00:45 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,timelm,US,CA,93257,USD,-1.05,0.82135,EUR,-0.86
GPA.3336-7839-8628-26160,"Jun 11, 2021",8:51:10 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,redfin,US,PA,17407,USD,3.49,0.8247,EUR,2.88
GPA.3336-7839-8628-26160,"Jun 11, 2021",8:51:10 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,redfin,US,PA,17407,USD,-1.05,0.8247,EUR,-0.87
GPA.3320-0136-3415-35727,"Jun 11, 2021",11:39:08 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,CA,ON,K8H 1M8,CAD,4.49,0.67963,EUR,3.05
GPA.3320-0136-3415-35727,"Jun 11, 2021",11:39:08 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,CA,ON,K8H 1M8,CAD,-1.35,0.67963,EUR,-0.92
GPA.3321-7438-9652-54108,"Jun 11, 2021",11:39:50 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,CA,ON,K8H 1M8,CAD,7.49,0.67963,EUR,5.09
GPA.3321-7438-9652-54108,"Jun 11, 2021",11:39:50 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,CA,ON,K8H 1M8,CAD,-2.25,0.67963,EUR,-1.53
GPA.3362-4931-7461-68934,"Jun 11, 2021",1:29:49 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sand_cheets,US,OH,43229,USD,5.49,0.82625,EUR,4.54
GPA.3362-4931-7461-68934,"Jun 11, 2021",1:29:49 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sand_cheets,US,OH,43229,USD,-1.65,0.82625,EUR,-1.36
GPA.3330-0219-9559-77582,"Jun 11, 2021",4:47:35 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,FL,32404,USD,5.49,0.82585,EUR,4.53
GPA.3330-0219-9559-77582,"Jun 11, 2021",4:47:35 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,FL,32404,USD,-1.65,0.82585,EUR,-1.36
GPA.3323-4183-5862-40242,"Jun 11, 2021",6:06:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,UT,84128,USD,5.49,0.82585,EUR,4.53
GPA.3323-4183-5862-40242,"Jun 11, 2021",6:06:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,UT,84128,USD,-1.65,0.82585,EUR,-1.36
GPA.3361-9400-4917-56154,"Jun 11, 2021",6:06:29 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,citrus,MX,,31120,MXN,56.03,0.041549,EUR,2.33
GPA.3361-9400-4917-56154,"Jun 11, 2021",6:06:29 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,citrus,MX,,31120,MXN,-16.81,0.041549,EUR,-0.7
GPA.3312-2245-1710-24752,"Jun 11, 2021",6:26:55 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,kiev,US,OR,97236,USD,5.49,0.82585,EUR,4.53
GPA.3312-2245-1710-24752,"Jun 11, 2021",6:26:55 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,kiev,US,OR,97236,USD,-1.65,0.82585,EUR,-1.36
GPA.3372-3755-8322-72099,"Jun 11, 2021",9:59:10 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,winner,US,WI,53209,USD,5.49,0.82585,EUR,4.53
GPA.3372-3755-8322-72099,"Jun 11, 2021",9:59:10 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,winner,US,WI,53209,USD,-1.65,0.82585,EUR,-1.36
GPA.3380-6012-5825-86758,"Jun 12, 2021",4:20:19 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0,SE,,11320,SEK,17.36,0.09927,EUR,1.72
GPA.3311-6019-6142-63316,"Jun 12, 2021",10:54:38 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a10e,US,OH,45662,USD,3.49,0.82585,EUR,2.88
GPA.3311-6019-6142-63316,"Jun 12, 2021",10:54:38 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a10e,US,OH,45662,USD,-1.05,0.82585,EUR,-0.87
GPA.3323-4183-5862-40242,"Jun 12, 2021",12:10:40 PM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,UT,84128,USD,-5.49,0.82585,EUR,-4.53
GPA.3323-4183-5862-40242,"Jun 12, 2021",12:10:40 PM PDT,,Google fee refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,UT,84128,USD,1.65,0.82585,EUR,1.36
GPA.3326-0748-3938-09990,"Jun 12, 2021",12:55:37 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,E6810_3GB,US,NM,88012,USD,5.49,0.82585,EUR,4.53
GPA.3326-0748-3938-09990,"Jun 12, 2021",12:55:37 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,E6810_3GB,US,NM,88012,USD,-1.65,0.82585,EUR,-1.36
GPA.3351-9019-7298-48816,"Jun 12, 2021",12:56:03 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,E6810_3GB,US,NM,88012,USD,3.49,0.82585,EUR,2.88
GPA.3351-9019-7298-48816,"Jun 12, 2021",12:56:03 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,E6810_3GB,US,NM,88012,USD,-1.05,0.82585,EUR,-0.87
GPA.3398-4344-0873-01349,"Jun 12, 2021",3:33:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,TX,76048,USD,5.49,0.82585,EUR,4.53
GPA.3398-4344-0873-01349,"Jun 12, 2021",3:33:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,TX,76048,USD,-1.65,0.82585,EUR,-1.36
GPA.3384-2720-5554-68512,"Jun 12, 2021",3:33:29 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d1q,US,TX,76048,USD,3.49,0.82585,EUR,2.88
GPA.3384-2720-5554-68512,"Jun 12, 2021",3:33:29 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d1q,US,TX,76048,USD,-1.05,0.82585,EUR,-0.87
GPA.3330-6104-0152-11644,"Jun 12, 2021",6:44:12 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,CA,94928,USD,5.49,0.82585,EUR,4.53
GPA.3330-6104-0152-11644,"Jun 12, 2021",6:44:12 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,CA,94928,USD,-1.65,0.82585,EUR,-1.36
GPA.3376-5711-3010-75650,"Jun 12, 2021",9:12:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,CO,80909,USD,5.49,0.82585,EUR,4.53
GPA.3376-5711-3010-75650,"Jun 12, 2021",9:12:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,CO,80909,USD,-1.65,0.82585,EUR,-1.36
GPA.3395-9229-4122-86557,"Jun 13, 2021",11:45:59 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,WI,54481,USD,5.49,0.82585,EUR,4.53
GPA.3395-9229-4122-86557,"Jun 13, 2021",11:45:59 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,WI,54481,USD,-1.65,0.82585,EUR,-1.36
GPA.3326-1467-3136-44214,"Jun 13, 2021",11:46:34 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,greatqlte,US,WI,54481,USD,3.49,0.82585,EUR,2.88
GPA.3326-1467-3136-44214,"Jun 13, 2021",11:46:34 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,greatqlte,US,WI,54481,USD,-1.05,0.82585,EUR,-0.87
GPA.3319-4614-1041-75472,"Jun 13, 2021",12:40:05 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,FL,34972,USD,3.49,0.82585,EUR,2.88
GPA.3319-4614-1041-75472,"Jun 13, 2021",12:40:05 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,FL,34972,USD,-1.05,0.82585,EUR,-0.87
GPA.3344-0877-4518-34800,"Jun 13, 2021",12:40:28 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,FL,34972,USD,5.49,0.82585,EUR,4.53
GPA.3344-0877-4518-34800,"Jun 13, 2021",12:40:28 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,FL,34972,USD,-1.65,0.82585,EUR,-1.36
GPA.3383-6175-3127-73103,"Jun 13, 2021",1:24:15 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,MI,48186,USD,5.49,0.82575,EUR,4.53
GPA.3383-6175-3127-73103,"Jun 13, 2021",1:24:15 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,MI,48186,USD,-1.65,0.82575,EUR,-1.36
GPA.3336-5228-2489-94244,"Jun 13, 2021",2:30:55 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,IL,61866,USD,5.49,0.8259,EUR,4.53
GPA.3336-5228-2489-94244,"Jun 13, 2021",2:30:55 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,IL,61866,USD,-1.65,0.8259,EUR,-1.36
GPA.3388-7625-8251-25293,"Jun 13, 2021",3:43:04 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,AZ,86442,USD,3.49,0.8259,EUR,2.88
GPA.3388-7625-8251-25293,"Jun 13, 2021",3:43:04 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,AZ,86442,USD,-1.05,0.8259,EUR,-0.87
GPA.3385-6197-2841-23256,"Jun 13, 2021",5:37:52 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,WV,25313,USD,5.49,0.8258,EUR,4.53
GPA.3385-6197-2841-23256,"Jun 13, 2021",5:37:52 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,WV,25313,USD,-1.65,0.8258,EUR,-1.36
GPA.3360-3458-2080-65311,"Jun 13, 2021",6:19:24 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,T15,US,TX,76179,USD,5.49,0.82575,EUR,4.53
GPA.3360-3458-2080-65311,"Jun 13, 2021",6:19:24 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,T15,US,TX,76179,USD,-1.65,0.82575,EUR,-1.36
GPA.3364-9100-2496-74189,"Jun 13, 2021",7:11:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,MS,39437,USD,5.49,0.8264,EUR,4.54
GPA.3364-9100-2496-74189,"Jun 13, 2021",7:11:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,MS,39437,USD,-1.65,0.8264,EUR,-1.36
GPA.3357-1926-4773-25808,"Jun 13, 2021",8:40:29 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a70q,CA,BC,V2K 1Z1,CAD,4.49,0.67965,EUR,3.05
GPA.3357-1926-4773-25808,"Jun 13, 2021",8:40:29 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a70q,CA,BC,V2K 1Z1,CAD,-1.35,0.67965,EUR,-0.92
GPA.3394-2985-9537-82636,"Jun 14, 2021",5:00:16 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,CT,06241,USD,3.49,0.8251,EUR,2.88
GPA.3394-2985-9537-82636,"Jun 14, 2021",5:00:16 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,CT,06241,USD,-1.05,0.8251,EUR,-0.87
GPA.3330-6698-3281-86502,"Jun 14, 2021",12:01:38 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,NY,14561,USD,5.49,0.825,EUR,4.53
GPA.3330-6698-3281-86502,"Jun 14, 2021",12:01:38 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,NY,14561,USD,-1.65,0.825,EUR,-1.36
GPA.3378-4222-0816-22878,"Jun 14, 2021",12:14:26 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,NY,14561,USD,3.49,0.825,EUR,2.88
GPA.3378-4222-0816-22878,"Jun 14, 2021",12:14:26 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,NY,14561,USD,-1.05,0.825,EUR,-0.87
GPA.3365-6142-2923-05650,"Jun 14, 2021",3:07:33 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,LA,71235,USD,3.49,0.8251,EUR,2.88
GPA.3365-6142-2923-05650,"Jun 14, 2021",3:07:33 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,LA,71235,USD,-1.05,0.8251,EUR,-0.87
GPA.3314-3979-5248-35681,"Jun 14, 2021",4:32:29 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus7TTMO,US,AL,35802,USD,3.49,0.825,EUR,2.88
GPA.3314-3979-5248-35681,"Jun 14, 2021",4:32:29 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus7TTMO,US,AL,35802,USD,-1.05,0.825,EUR,-0.87
GPA.3306-7207-8439-10434,"Jun 14, 2021",9:34:39 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWSTK-HF,US,CA,96002,USD,3.49,0.8248,EUR,2.88
GPA.3306-7207-8439-10434,"Jun 14, 2021",9:34:39 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWSTK-HF,US,CA,96002,USD,-1.05,0.8248,EUR,-0.87
GPA.3387-6305-2143-59167,"Jun 15, 2021",11:15:08 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,MI,48187,USD,3.49,0.82485,EUR,2.88
GPA.3387-6305-2143-59167,"Jun 15, 2021",11:15:08 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,MI,48187,USD,-1.05,0.82485,EUR,-0.87
GPA.3337-7195-8136-90200,"Jun 15, 2021",3:44:41 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,IL,61944,USD,5.49,0.8246,EUR,4.53
GPA.3337-7195-8136-90200,"Jun 15, 2021",3:44:41 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,IL,61944,USD,-1.65,0.8246,EUR,-1.36
GPA.3353-2180-4778-21112,"Jun 15, 2021",4:14:41 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,potter,US,MN,55904,USD,3.49,0.82455,EUR,2.88
GPA.3353-2180-4778-21112,"Jun 15, 2021",4:14:41 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,potter,US,MN,55904,USD,-1.05,0.82455,EUR,-0.87
GPA.3376-6283-3269-46211,"Jun 15, 2021",4:36:33 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a10e,US,IL,61944,USD,3.49,0.82455,EUR,2.88
GPA.3376-6283-3269-46211,"Jun 15, 2021",4:36:33 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a10e,US,IL,61944,USD,-1.05,0.82455,EUR,-0.87
GPA.3386-5134-3412-34245,"Jun 15, 2021",5:17:24 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,MI,49307,USD,3.49,0.82465,EUR,2.88
GPA.3386-5134-3412-34245,"Jun 15, 2021",5:17:24 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,MI,49307,USD,-1.05,0.82465,EUR,-0.87
GPA.3327-9248-9868-14455,"Jun 15, 2021",9:18:53 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,ID,83647,USD,3.49,0.825,EUR,2.88
GPA.3327-9248-9868-14455,"Jun 15, 2021",9:18:53 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,ID,83647,USD,-1.05,0.825,EUR,-0.87
GPA.3374-6444-5047-05182,"Jun 15, 2021",11:40:53 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,MO,63037,USD,3.49,0.82445,EUR,2.88
GPA.3374-6444-5047-05182,"Jun 15, 2021",11:40:53 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,MO,63037,USD,-1.05,0.82445,EUR,-0.87
GPA.3318-3987-2461-61750,"Jun 15, 2021",11:41:06 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,US,MO,63037,USD,5.49,0.82445,EUR,4.53
GPA.3318-3987-2461-61750,"Jun 15, 2021",11:41:06 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,US,MO,63037,USD,-1.65,0.82445,EUR,-1.36
GPA.3360-1178-1308-15923,"Jun 16, 2021",7:05:33 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,CA,93433,USD,3.49,0.8251,EUR,2.88
GPA.3360-1178-1308-15923,"Jun 16, 2021",7:05:33 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,CA,93433,USD,-1.05,0.8251,EUR,-0.87
GPA.3310-4759-2030-65282,"Jun 16, 2021",7:05:48 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,CA,93433,USD,5.49,0.8251,EUR,4.53
GPA.3310-4759-2030-65282,"Jun 16, 2021",7:05:48 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,CA,93433,USD,-1.65,0.8251,EUR,-1.36
GPA.3361-8676-6001-53856,"Jun 16, 2021",9:40:59 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dream2qltesq,US,WA,98008,USD,3.49,0.8251,EUR,2.88
GPA.3361-8676-6001-53856,"Jun 16, 2021",9:40:59 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dream2qltesq,US,WA,98008,USD,-1.05,0.8251,EUR,-0.87
GPA.3318-2586-1796-11269,"Jun 16, 2021",4:19:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nairo,US,NE,68521,USD,5.49,0.83375,EUR,4.58
GPA.3318-2586-1796-11269,"Jun 16, 2021",4:19:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nairo,US,NE,68521,USD,-1.65,0.83375,EUR,-1.38
GPA.3375-7841-5277-37998,"Jun 16, 2021",6:50:05 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlusN100METRO,US,KY,40272,USD,3.49,0.8339,EUR,2.91
